source_file,controller,filename_branch,inferred_branch,filename_branch_mismatch,segment_id,xref_mm,n_samples,duration_s,tail_n_samples,median_dt_ms,u_ss_v,s_ss_mm,p_ss_bar,tracking_error_mm,abs_tracking_error_mm,u_tail_sd_v,s_tail_sd_mm,p_tail_sd_bar,u_tail_slope_v_s,s_tail_slope_mm_s,p_tail_slope_bar_s,matched_s_ref_mm,match_distance_mm,original_u_ff_v,original_p_ff_bar,exclusion_reason,keep_for_corrected_lookup,raw_u_correction_v,raw_p_correction_bar
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,33,25.597,400,4,100,10,5.946,26.68,3.24,1.0829999999999984,1.0829999999999984,5.016135580463138e-4,0,0,-0.001487548754874063,0,0,25.597286432160807,2.8643216080581624e-4,6.553584865360685,3.620728941415928,NA,TRUE,-0.6075848653606855,-0.38072894141592784
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,34,25.464,400,4,100,10,5.872,26.68,3.24,1.216000000000001,1.216000000000001,5.135536717200347e-4,0,0,-0.0014719471947196804,0,0,25.463618090452265,3.819095477339829e-4,6.551438230216485,3.616159238024096,NA,TRUE,-0.6794382302164852,-0.3761592380240959
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,35,25.33,400,4,100,10,5.896,26.48,3.22,1.1500000000000021,1.1500000000000021,5.009082659622004e-4,0,0,-0.0014869486948698326,0,0,25.32994974874372,5.025125627966531e-5,6.547892948991124,3.6117027251898057,NA,TRUE,-0.651892948991124,-0.39170272518980553
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,36,25.196,400,4,100,10,5.798,26.48,3.2,1.283999999999999,1.283999999999999,5.10396953855746e-4,0,0,-0.001494749474948996,0,0,25.19628140703518,2.81407035178205e-4,6.5217960107602035,3.598026844429027,NA,TRUE,-0.7237960107602035,-0.3980268444290269
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,37,25.063,400,4,100,10,5.843,26.14,3.18,1.0770000000000017,1.0770000000000017,4.893822120746824e-4,0,0,-0.0013183318331847812,0,0,25.062613065326637,3.8693467336159415e-4,6.472102908244862,3.5746707665339548,NA,TRUE,-0.629102908244862,-0.3946707665339546
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,38,24.929,400,4,100,10,5.756,26.06,3.14,1.1310000000000002,1.1310000000000002,5.049252369898737e-4,0,0,-0.0013957395739568215,0,0,24.928944723618095,5.527638190372386e-5,6.416413379207684,3.5480717566712476,NA,TRUE,-0.6604133792076841,-0.4080717566712475
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,39,24.795,400,4,100,10,5.743,25.82,3.12,1.0249999999999986,1.0249999999999986,4.6828722947858653e-4,0,0,-0.001231923192318322,0,0,24.795276381909552,2.763819095505937e-4,6.357848449901391,3.519488479254293,NA,TRUE,-0.6148484499013911,-0.399488479254293
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,40,24.662,400,4,100,10,5.679,25.68,3.1,1.0180000000000007,1.0180000000000007,5.024183937958591e-4,0,0,-0.0014923492349237896,0,0,24.66160804020101,3.919597989892054e-4,6.296408120325984,3.4889209342830916,NA,TRUE,-0.617408120325984,-0.3889209342830915
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,41,24.528,400,4,100,10,5.662,25.44,3.06,0.9120000000000026,0.9120000000000026,4.943110704238754e-4,0,0,-0.0014443444344439458,0,0,24.52793969849246,6.0301507538440546e-5,6.232092390481461,3.4563691217576435,NA,TRUE,-0.5700923904814612,-0.3963691217576435
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,42,24.394,400,4,100,10,5.608,25.28,3.04,0.8860000000000028,0.8860000000000028,0.004390485580931237,0.009804142600003736,0,0.01251845184518451,-0.028094809480953768,0,24.39427135678392,2.7135678392298246e-4,6.171195962200605,3.424668893295207,NA,TRUE,-0.5631959622006057,-0.38466889329520715
