u[V],p[V],s[mm],p[bar]
6.67,5.186,21.24,3.6673999999999998
6.68,5.2,21.338,3.6800000000000006
6.69,5.2,21.387,3.6800000000000006
6.7,5.215,21.484,3.6935000000000002
6.71,5.22,21.533,3.6979999999999995
6.72,5.215,21.533,3.6935000000000002
6.73,5.225,21.631,3.7024999999999997
6.74,5.234,21.68,3.7106000000000003
6.75,5.229,21.729,3.7061
6.76,5.249,21.777,3.7241
6.77,5.249,21.875,3.7241
6.78,5.259,21.875,3.7331000000000003
6.79,5.273,21.973,3.7457000000000003
6.8,5.269,22.021,3.7421000000000006
6.81,5.293,22.119,3.7637
6.82,5.293,22.168,3.7637
6.83,5.293,22.217,3.7637
6.84,5.308,22.363,3.7771999999999997
6.85,5.303,22.363,3.7727000000000004
6.86,5.317,22.461,3.7853000000000003
6.87,5.308,22.461,3.7771999999999997
6.88,5.332,22.559,3.7988
6.89,5.327,22.607,3.7943
6.9,5.342,22.656,3.8077999999999994
6.91,5.337,22.705,3.8033
6.92,5.356,22.803,3.8204000000000002
6.93,5.356,22.9,3.8204000000000002
6.94,5.361,22.9,3.8248999999999995
6.95,5.376,23.047,3.8384
6.96,5.381,23.047,3.8429
6.97,5.381,23.096,3.8429
6.98,5.4,23.193,3.8600000000000003
6.99,5.396,23.242,3.8564
7,5.41,23.291,3.8690000000000007
7.01,5.41,23.291,3.8690000000000007
7.02,5.435,23.438,3.8914999999999997
7.03,5.43,23.535,3.8869999999999996
7.04,5.435,23.535,3.8914999999999997
7.05,5.439,23.584,3.8951000000000002
7.06,5.449,23.633,3.9040999999999997
7.07,5.449,23.682,3.9040999999999997
7.08,5.469,23.73,3.9221000000000004
7.09,5.469,23.779,3.9221000000000004
7.1,5.479,23.877,3.9311
7.11,5.474,23.975,3.9266000000000005
7.12,5.498,24.072,3.9482
7.13,5.493,24.072,3.9437000000000006
7.14,5.503,24.121,3.9527
7.15,5.508,24.219,3.9572000000000003
7.16,5.518,24.268,3.9661999999999997
7.17,5.513,24.316,3.9617000000000004
7.18,5.547,24.463,3.9923
7.19,5.552,24.512,3.9967999999999995
7.2,5.547,24.561,3.9923
7.21,5.562,24.658,4.005800000000001
7.22,5.557,24.658,4.0013000000000005
7.23,5.557,24.658,4.0013000000000005
7.24,5.581,24.756,4.022900000000001
7.25,5.576,24.854,4.0184
7.26,5.591,24.902,4.0319
7.27,5.596,24.951,4.0364
7.28,5.591,25,4.0319
7.29,5.61,25.098,4.049
7.3,5.615,25.146,4.0535000000000005
7.31,5.62,25.195,4.058
7.32,5.63,25.244,4.067
7.33,5.625,25.293,4.0625
7.34,5.635,25.342,4.0715
7.35,5.649,25.391,4.0841
7.36,5.645,25.439,4.0805
7.37,5.654,25.488,4.0886000000000005
7.38,5.659,25.586,4.0931
7.39,5.674,25.684,4.1066
7.4,5.679,25.684,4.1111
7.41,5.693,25.83,4.1236999999999995
7.42,5.693,25.879,4.1236999999999995
7.43,5.693,25.879,4.1236999999999995
7.44,5.718,26.025,4.1462
7.45,5.718,26.025,4.1462
7.46,5.718,26.074,4.1462
7.47,5.742,26.172,4.1678
7.48,5.742,26.221,4.1678
7.49,5.742,26.27,4.1678
7.5,5.742,26.318,4.1678
7.51,5.752,26.367,4.1768
7.52,5.752,26.416,4.1768
7.53,5.762,26.465,4.1857999999999995
7.54,5.767,26.514,4.190300000000001
7.55,5.786,26.611,4.2074
7.56,5.781,26.709,4.2029
7.57,5.786,26.709,4.2074
7.58,5.786,26.709,4.2074
7.59,5.806,26.855,4.2254000000000005
7.6,5.806,26.855,4.2254000000000005
7.61,5.835,27.002,4.2515
7.62,5.84,27.002,4.256
7.63,5.835,27.051,4.2515
7.64,5.845,27.1,4.2604999999999995
7.65,5.845,27.148,4.2604999999999995
7.66,5.859,27.197,4.2731
7.67,5.859,27.246,4.2731
7.68,5.859,27.295,4.2731
7.69,5.879,27.344,4.2911
7.7,5.879,27.441,4.2911
7.71,5.889,27.49,4.3001000000000005
7.72,5.908,27.539,4.317200000000001
7.73,5.908,27.637,4.317200000000001
7.74,5.903,27.637,4.3126999999999995
7.75,5.913,27.637,4.321700000000001
7.76,5.918,27.734,4.3262
7.77,5.928,27.783,4.3352
7.78,5.923,27.881,4.3307
7.79,5.947,27.93,4.3523000000000005
7.8,5.942,27.979,4.3478
7.81,5.947,28.027,4.3523000000000005
7.82,5.981,28.174,4.3829
7.83,5.981,28.223,4.3829
7.84,5.977,28.223,4.379300000000001
7.85,5.981,28.271,4.3829
7.86,5.986,28.32,4.3873999999999995
7.87,5.991,28.369,4.3919
7.88,6.011,28.418,4.4099
7.89,6.006,28.516,4.4054
7.9,6.016,28.516,4.4144000000000005
7.91,6.016,28.564,4.4144000000000005
7.92,6.04,28.662,4.436
7.93,6.035,28.711,4.431500000000001
7.94,6.035,28.76,4.431500000000001
7.95,6.06,28.809,4.454
7.96,6.055,28.906,4.4495
7.97,6.06,28.857,4.454
7.98,6.084,29.004,4.4756
7.99,6.079,29.053,4.4711
8,6.074,29.102,4.4666
8.01,6.079,29.102,4.4711
8.02,6.089,29.102,4.4801
8.03,6.104,29.199,4.4936
8.04,6.104,29.297,4.4936
8.05,6.118,29.297,4.506200000000001
8.06,6.118,29.395,4.506200000000001
8.07,6.123,29.443,4.5107
8.08,6.123,29.443,4.5107
8.09,6.147,29.541,4.5323
8.1,6.147,29.59,4.5323
8.11,6.147,29.59,4.5323
8.12,6.167,29.688,4.5503
8.13,6.167,29.736,4.5503
8.14,6.167,29.785,4.5503
8.15,6.172,29.834,4.5548
8.16,6.167,29.834,4.5503
8.17,6.206,29.932,4.585400000000001
8.18,6.201,30.029,4.5809
8.19,6.201,29.98,4.5809
8.2,6.201,29.98,4.5809
8.21,6.23,30.127,4.607
8.22,6.23,30.176,4.607
8.23,6.23,30.225,4.607
8.24,6.25,30.273,4.625
8.25,6.25,30.273,4.625
8.26,6.27,30.371,4.643
8.27,6.265,30.42,4.6385
8.28,6.265,30.469,4.6385
8.29,6.27,30.518,4.643
8.3,6.279,30.518,4.6511000000000005
8.31,6.279,30.566,4.6511000000000005
8.32,6.309,30.664,4.678100000000001
8.33,6.304,30.762,4.6736
8.34,6.304,30.762,4.6736
8.35,6.323,30.811,4.6907000000000005
8.36,6.318,30.811,4.6861999999999995
8.37,6.338,30.908,4.7042
8.38,6.338,31.006,4.7042
8.39,6.338,31.006,4.7042
8.4,6.343,31.006,4.7087
8.41,6.362,31.055,4.7258000000000004
8.42,6.362,31.152,4.7258000000000004
8.43,6.357,31.152,4.7213
8.44,6.387,31.201,4.7482999999999995
8.45,6.387,31.348,4.7482999999999995
8.46,6.387,31.348,4.7482999999999995
8.47,6.392,31.348,4.752800000000001
8.48,6.392,31.396,4.752800000000001
8.49,6.396,31.445,4.7564
8.5,6.401,31.494,4.7609
8.51,6.416,31.494,4.774400000000001
8.52,6.411,31.543,4.7699
8.53,6.45,31.738,4.805000000000001
8.54,6.45,31.689,4.805000000000001
8.55,6.45,31.787,4.805000000000001
8.56,6.455,31.738,4.8095
8.57,6.465,31.836,4.8185
8.58,6.465,31.885,4.8185
8.59,6.465,31.934,4.8185
8.6,6.479,31.982,4.8311
8.61,6.479,32.031,4.8311
8.62,6.494,32.08,4.8446
8.63,6.494,32.129,4.8446
8.64,6.494,32.129,4.8446
8.65,6.528,32.178,4.8751999999999995
8.66,6.533,32.324,4.879700000000001
8.67,6.519,32.324,4.867100000000001
8.68,6.538,32.373,4.884200000000001
8.69,6.548,32.422,4.8932
8.7,6.543,32.471,4.8887
8.71,6.558,32.52,4.9022
8.72,6.558,32.52,4.9022
8.73,6.572,32.617,4.9148000000000005
8.74,6.567,32.617,4.9103
8.75,6.587,32.715,4.9283
8.76,6.587,32.764,4.9283
8.77,6.592,32.764,4.932799999999999
8.78,6.597,32.861,4.9373000000000005
8.79,6.597,32.861,4.9373000000000005
8.8,6.621,32.91,4.958900000000001
8.81,6.616,32.959,4.9544
8.82,6.621,32.959,4.958900000000001
8.83,6.626,33.008,4.9634
8.84,6.631,33.057,4.9679
8.85,6.655,33.154,4.9895000000000005
8.86,6.66,33.203,4.994000000000001
8.87,6.655,33.203,4.9895000000000005
8.88,6.67,33.301,5.003
8.89,6.675,33.35,5.0075
8.9,6.689,33.35,5.0201
8.91,6.685,33.398,5.0165
8.92,6.704,33.496,5.0336
8.93,6.704,33.545,5.0336
8.94,6.699,33.545,5.0291
8.95,6.714,33.594,5.0426
8.96,6.719,33.643,5.0471
8.97,6.719,33.643,5.0471
8.98,6.733,33.691,5.059699999999999
8.99,6.733,33.74,5.059699999999999
9,6.758,33.838,5.0822
9.01,6.748,33.887,5.0732
9.02,6.748,33.887,5.0732
9.03,6.768,33.984,5.0912
9.04,6.768,34.033,5.0912
9.05,6.772,34.033,5.0948
9.06,6.792,34.082,5.1128
9.07,6.792,34.131,5.1128
9.08,6.797,34.18,5.1173
9.09,6.802,34.18,5.1217999999999995
9.1,6.816,34.18,5.1344
9.11,6.812,34.277,5.130800000000001
9.12,6.826,34.326,5.1434
9.13,6.821,34.326,5.1389
9.14,6.836,34.375,5.1524
9.15,6.836,34.424,5.1524
9.16,6.851,34.473,5.1659
9.17,6.846,34.521,5.1614
9.18,6.86,34.619,5.174
9.19,6.875,34.619,5.1875
9.2,6.87,34.668,5.183
9.21,6.895,34.766,5.2055
9.22,6.899,34.766,5.2091
9.23,6.895,34.814,5.2055
9.24,6.899,34.814,5.2091
9.25,6.919,34.961,5.2271
9.26,6.914,34.961,5.2226
9.27,6.919,34.961,5.2271
9.28,6.948,35.059,5.2532000000000005
9.29,6.948,35.107,5.2532000000000005
9.3,6.953,35.059,5.257700000000001
9.31,6.958,35.156,5.2622
9.32,6.958,35.156,5.2622
9.33,6.968,35.205,5.2712
9.34,6.968,35.205,5.2712
9.35,6.978,35.303,5.2802
9.36,6.982,35.303,5.2838
9.37,6.997,35.303,5.2973
9.38,7.002,35.352,5.3018
9.39,7.007,35.4,5.3063
9.4,7.012,35.498,5.3107999999999995
9.41,7.026,35.547,5.3234
9.42,7.026,35.645,5.3234
9.43,7.036,35.645,5.3324
9.44,7.036,35.645,5.3324
9.45,7.051,35.742,5.3459
9.46,7.051,35.693,5.3459
9.47,7.051,35.742,5.3459
9.48,7.07,35.84,5.363
9.49,7.065,35.84,5.3585
9.5,7.07,35.84,5.363
9.51,7.095,35.938,5.3854999999999995
9.52,7.095,36.035,5.3854999999999995
9.53,7.09,35.986,5.381
9.54,7.104,36.035,5.3936
9.55,7.1,36.035,5.39
9.56,7.124,36.133,5.4116
9.57,7.124,36.133,5.4116
9.58,7.124,36.182,5.4116
9.59,7.139,36.23,5.4251000000000005
9.6,7.144,36.279,5.429600000000001
9.61,7.148,36.279,5.4332
9.62,7.163,36.328,5.446700000000001
9.63,7.163,36.377,5.446700000000001
9.64,7.173,36.426,5.4557
9.65,7.178,36.426,5.4602
9.66,7.192,36.572,5.4728
9.67,7.178,36.523,5.4602
9.68,7.183,36.572,5.4647
9.69,7.222,36.621,5.4998000000000005
9.7,7.217,36.719,5.495299999999999
9.71,7.217,36.719,5.495299999999999
9.72,7.217,36.719,5.495299999999999
9.73,7.231,36.768,5.5079
9.74,7.236,36.768,5.5123999999999995
9.75,7.236,36.816,5.5123999999999995
9.76,7.246,36.914,5.521400000000001
9.77,7.256,36.865,5.5304
9.78,7.256,36.914,5.5304
9.79,7.266,36.963,5.5394000000000005
9.8,7.271,36.963,5.5439
9.81,7.3,37.109,5.57
9.82,7.29,37.109,5.561
9.83,7.295,37.158,5.5655
9.84,7.31,37.207,5.579
9.85,7.31,37.207,5.579
9.86,7.314,37.256,5.5826
9.87,7.319,37.256,5.5871
9.88,7.324,37.305,5.5916
9.89,7.334,37.354,5.6006
9.9,7.349,37.402,5.6141000000000005
9.91,7.344,37.451,5.6096
9.92,7.368,37.451,5.631200000000001
9.93,7.368,37.5,5.631200000000001
9.94,7.373,37.549,5.6357
9.95,7.378,37.598,5.6402
9.96,7.378,37.598,5.6402
9.97,7.383,37.646,5.6447
9.98,7.393,37.646,5.6537
9.99,7.393,37.646,5.6537
10,7.388,37.695,5.6492000000000004
10.01,7.393,37.695,5.6537
10,7.393,37.695,5.6537
9.99,7.393,37.695,5.6537
9.98,7.393,37.744,5.6537
9.97,7.393,37.744,5.6537
9.96,7.397,37.744,5.6573
9.95,7.393,37.744,5.6537
9.94,7.393,37.793,5.6537
9.93,7.393,37.793,5.6537
9.92,7.388,37.793,5.6492000000000004
9.91,7.393,37.842,5.6537
9.9,7.393,37.793,5.6537
9.89,7.393,37.842,5.6537
9.88,7.388,37.842,5.6492000000000004
9.87,7.373,37.891,5.6357
9.86,7.378,37.793,5.6402
9.85,7.354,37.842,5.6186
9.84,7.349,37.842,5.6141000000000005
9.83,7.344,37.842,5.6096
9.82,7.344,37.842,5.6096
9.81,7.329,37.842,5.5961
9.8,7.324,37.891,5.5916
9.79,7.324,37.842,5.5916
9.78,7.319,37.842,5.5871
9.77,7.314,37.842,5.5826
9.76,7.3,37.842,5.57
9.75,7.295,37.842,5.5655
9.74,7.295,37.842,5.5655
9.73,7.285,37.842,5.556500000000001
9.72,7.285,37.891,5.556500000000001
9.71,7.266,37.793,5.5394000000000005
9.7,7.271,37.842,5.5439
9.69,7.251,37.842,5.5259
9.68,7.251,37.793,5.5259
9.67,7.236,37.842,5.5123999999999995
9.66,7.236,37.842,5.5123999999999995
9.65,7.227,37.842,5.504300000000001
9.64,7.231,37.842,5.5079
9.63,7.207,37.842,5.4863
9.62,7.197,37.842,5.4773000000000005
9.61,7.202,37.842,5.4818
9.6,7.188,37.842,5.4692
9.59,7.192,37.842,5.4728
9.58,7.178,37.793,5.4602
9.57,7.183,37.842,5.4647
9.56,7.168,37.793,5.4512
9.55,7.168,37.744,5.4512
9.54,7.158,37.793,5.442200000000001
9.53,7.158,37.793,5.442200000000001
9.52,7.134,37.793,5.4206
9.51,7.134,37.793,5.4206
9.5,7.124,37.744,5.4116
9.49,7.129,37.744,5.4161
9.48,7.114,37.695,5.4026
9.47,7.114,37.744,5.4026
9.46,7.1,37.695,5.39
9.45,7.104,37.695,5.3936
9.44,7.09,37.695,5.381
9.43,7.085,37.646,5.3765
9.42,7.07,37.646,5.363
9.41,7.07,37.598,5.363
9.4,7.061,37.598,5.3549
9.39,7.061,37.598,5.3549
9.38,7.041,37.549,5.336900000000001
9.37,7.041,37.549,5.336900000000001
9.36,7.036,37.549,5.3324
9.35,7.021,37.549,5.3189
9.34,7.021,37.5,5.3189
9.33,7.012,37.451,5.3107999999999995
9.32,7.007,37.5,5.3063
9.31,7.007,37.451,5.3063
9.3,7.002,37.402,5.3018
9.29,6.987,37.402,5.2883000000000004
9.28,6.987,37.402,5.2883000000000004
9.27,6.973,37.402,5.2757
9.26,6.978,37.354,5.2802
9.25,6.968,37.354,5.2712
9.24,6.968,37.354,5.2712
9.23,6.948,37.354,5.2532000000000005
9.22,6.948,37.256,5.2532000000000005
9.21,6.938,37.256,5.2442
9.2,6.938,37.256,5.2442
9.19,6.919,37.256,5.2271
9.18,6.924,37.256,5.2316
9.17,6.914,37.256,5.2226
9.16,6.909,37.207,5.2181
9.15,6.89,37.207,5.201
9.14,6.895,37.109,5.2055
9.13,6.875,37.109,5.1875
9.12,6.88,37.158,5.192
9.11,6.865,37.109,5.1785000000000005
9.1,6.865,37.109,5.1785000000000005
9.09,6.851,37.061,5.1659
9.08,6.851,37.061,5.1659
9.07,6.836,37.061,5.1524
9.06,6.841,37.061,5.1569
9.05,6.826,37.012,5.1434
9.04,6.826,37.012,5.1434
9.03,6.812,36.963,5.130800000000001
9.02,6.812,36.963,5.130800000000001
9.01,6.802,36.914,5.1217999999999995
9,6.802,36.914,5.1217999999999995
8.99,6.787,36.865,5.1083
8.98,6.782,36.914,5.103800000000001
8.97,6.772,36.865,5.0948
8.96,6.763,36.816,5.0867000000000004
8.95,6.758,36.816,5.0822
8.94,6.758,36.865,5.0822
8.93,6.748,36.768,5.0732
8.92,6.738,36.768,5.0642000000000005
8.91,6.733,36.768,5.059699999999999
8.9,6.733,36.768,5.059699999999999
8.89,6.714,36.67,5.0426
8.88,6.714,36.67,5.0426
8.87,6.704,36.621,5.0336
8.86,6.709,36.67,5.0381
8.85,6.694,36.621,5.0246
8.84,6.689,36.621,5.0201
8.83,6.67,36.572,5.003
8.82,6.68,36.523,5.012
8.81,6.665,36.523,4.9985
8.8,6.665,36.475,4.9985
8.79,6.65,36.475,4.985
8.78,6.655,36.475,4.9895000000000005
8.77,6.636,36.426,4.9724
8.76,6.631,36.426,4.9679
8.75,6.626,36.377,4.9634
8.74,6.621,36.377,4.958900000000001
8.73,6.611,36.377,4.9498999999999995
8.72,6.611,36.328,4.9498999999999995
8.71,6.606,36.328,4.9454
8.7,6.597,36.279,4.9373000000000005
8.69,6.597,36.279,4.9373000000000005
8.68,6.582,36.279,4.9238
8.67,6.587,36.279,4.9283
8.66,6.563,36.23,4.9067
8.65,6.572,36.182,4.9148000000000005
8.64,6.558,36.133,4.9022
8.63,6.553,36.133,4.8977
8.62,6.548,36.133,4.8932
8.61,6.548,36.035,4.8932
8.6,6.528,36.035,4.8751999999999995
8.59,6.528,36.035,4.8751999999999995
8.58,6.509,35.986,4.8581
8.57,6.514,35.986,4.8626000000000005
8.56,6.499,35.938,4.8491
8.55,6.499,35.938,4.8491
8.54,6.489,35.938,4.8401
8.53,6.479,35.938,4.8311
8.52,6.475,35.889,4.8275
8.51,6.47,35.84,4.8229999999999995
8.5,6.47,35.889,4.8229999999999995
8.49,6.46,35.791,4.814
8.48,6.455,35.791,4.8095
8.47,6.436,35.742,4.7924
8.46,6.44,35.742,4.796
8.45,6.426,35.693,4.7834
8.44,6.426,35.693,4.7834
8.43,6.411,35.645,4.7699
8.42,6.416,35.693,4.774400000000001
8.41,6.406,35.596,4.7654
8.4,6.401,35.596,4.7609
8.39,6.387,35.547,4.7482999999999995
8.38,6.392,35.547,4.752800000000001
8.37,6.377,35.498,4.7393
8.36,6.377,35.547,4.7393
8.35,6.362,35.449,4.7258000000000004
8.34,6.357,35.4,4.7213
8.33,6.348,35.4,4.7132
8.32,6.343,35.4,4.7087
8.31,6.333,35.352,4.6997
8.3,6.333,35.303,4.6997
8.29,6.318,35.303,4.6861999999999995
8.28,6.323,35.303,4.6907000000000005
8.27,6.304,35.254,4.6736
8.26,6.304,35.254,4.6736
8.25,6.299,35.205,4.6691
8.24,6.294,35.156,4.6646
8.23,6.279,35.156,4.6511000000000005
8.22,6.279,35.156,4.6511000000000005
8.21,6.265,35.059,4.6385
8.2,6.265,35.107,4.6385
8.19,6.25,35.059,4.625
8.18,6.25,35.01,4.625
8.17,6.23,34.961,4.607
8.16,6.24,34.961,4.6160000000000005
8.15,6.226,34.961,4.6034
8.14,6.23,34.912,4.607
8.13,6.216,34.863,4.5944
8.12,6.216,34.814,4.5944
8.11,6.201,34.814,4.5809
8.1,6.201,34.766,4.5809
8.09,6.196,34.814,4.5764
8.08,6.191,34.717,4.5719
8.07,6.177,34.766,4.5592999999999995
8.06,6.177,34.717,4.5592999999999995
8.05,6.157,34.619,4.541300000000001
8.04,6.157,34.619,4.541300000000001
8.03,6.143,34.57,4.5287
8.02,6.143,34.57,4.5287
8.01,6.138,34.521,4.5242000000000004
8,6.123,34.521,4.5107
7.99,6.123,34.521,4.5107
7.98,6.108,34.424,4.497199999999999
7.97,6.113,34.424,4.5017000000000005
7.96,6.104,34.375,4.4936
7.95,6.099,34.375,4.4891000000000005
7.94,6.084,34.326,4.4756
7.93,6.089,34.326,4.4801
7.92,6.074,34.229,4.4666
7.91,6.074,34.229,4.4666
7.9,6.064,34.229,4.4576
7.89,6.06,34.18,4.454
7.88,6.045,34.18,4.4405
7.87,6.045,34.082,4.4405
7.86,6.035,34.082,4.431500000000001
7.85,6.035,34.082,4.431500000000001
7.84,6.025,34.033,4.4225
7.83,6.021,33.984,4.4189
7.82,6.006,33.936,4.4054
7.81,6.006,33.936,4.4054
7.8,5.996,33.887,4.396400000000001
7.79,5.991,33.936,4.3919
7.78,5.977,33.838,4.379300000000001
7.77,5.977,33.789,4.379300000000001
7.76,5.962,33.789,4.3658
7.75,5.962,33.74,4.3658
7.74,5.957,33.74,4.3613
7.73,5.957,33.74,4.3613
7.72,5.942,33.691,4.3478
7.71,5.938,33.643,4.3442
7.7,5.928,33.594,4.3352
7.69,5.928,33.594,4.3352
7.68,5.913,33.545,4.321700000000001
7.67,5.908,33.545,4.317200000000001
7.66,5.898,33.447,4.3082
7.65,5.898,33.447,4.3082
7.64,5.889,33.447,4.3001000000000005
7.63,5.889,33.398,4.3001000000000005
7.62,5.874,33.35,4.2866
7.61,5.874,33.301,4.2866
7.6,5.859,33.252,4.2731
7.59,5.854,33.252,4.2686
7.58,5.845,33.203,4.2604999999999995
7.57,5.85,33.154,4.265
7.56,5.83,33.057,4.247
7.55,5.83,33.105,4.247
7.54,5.82,33.057,4.238
7.53,5.811,33.008,4.2299
7.52,5.801,32.959,4.2209
7.51,5.801,32.959,4.2209
7.5,5.791,32.91,4.211900000000001
7.49,5.786,32.861,4.2074
7.48,5.781,32.91,4.2029
7.47,5.771,32.813,4.1939
7.46,5.767,32.813,4.190300000000001
7.45,5.767,32.813,4.190300000000001
7.44,5.752,32.715,4.1768
7.43,5.752,32.715,4.1768
7.42,5.742,32.666,4.1678
7.41,5.737,32.617,4.1633000000000004
7.4,5.732,32.617,4.1588
7.39,5.713,32.568,4.1417
7.38,5.708,32.52,4.1372
7.37,5.708,32.422,4.1372
7.36,5.703,32.422,4.132700000000001
7.35,5.688,32.422,4.1192
7.34,5.688,32.422,4.1192
7.33,5.674,32.324,4.1066
7.32,5.674,32.324,4.1066
7.31,5.669,32.275,4.1021
7.3,5.664,32.275,4.0976
7.29,5.649,32.178,4.0841
7.28,5.649,32.178,4.0841
7.27,5.635,32.129,4.0715
7.26,5.64,32.08,4.076
7.25,5.625,32.031,4.0625
7.24,5.63,31.982,4.067
7.23,5.615,31.982,4.0535000000000005
7.22,5.61,31.934,4.049
7.21,5.596,31.885,4.0364
7.2,5.596,31.885,4.0364
7.19,5.586,31.836,4.0274
7.18,5.576,31.787,4.0184
7.17,5.566,31.738,4.0094
7.16,5.566,31.738,4.0094
7.15,5.562,31.689,4.005800000000001
7.14,5.562,31.641,4.005800000000001
7.13,5.542,31.592,3.9878
7.12,5.542,31.592,3.9878
7.11,5.532,31.543,3.9788000000000006
7.1,5.532,31.543,3.9788000000000006
7.09,5.513,31.445,3.9617000000000004
7.08,5.518,31.445,3.9661999999999997
7.07,5.503,31.348,3.9527
7.06,5.503,31.299,3.9527
7.05,5.493,31.25,3.9437000000000006
7.04,5.493,31.299,3.9437000000000006
7.03,5.474,31.201,3.9266000000000005
7.02,5.474,31.152,3.9266000000000005
7.01,5.464,31.152,3.9176
7,5.464,31.104,3.9176
6.99,5.454,31.055,3.9086
6.98,5.449,31.055,3.9040999999999997
6.97,5.43,30.957,3.8869999999999996
6.96,5.435,30.957,3.8914999999999997
6.95,5.43,30.908,3.8869999999999996
6.94,5.415,30.859,3.8735
6.93,5.415,30.811,3.8735
6.92,5.405,30.762,3.8645000000000005
6.91,5.4,30.762,3.8600000000000003
6.9,5.396,30.713,3.8564
6.89,5.396,30.664,3.8564
6.88,5.381,30.615,3.8429
6.87,5.376,30.615,3.8384
6.86,5.366,30.518,3.8293999999999997
6.85,5.361,30.469,3.8248999999999995
6.84,5.356,30.469,3.8204000000000002
6.83,5.356,30.469,3.8204000000000002
6.82,5.342,30.322,3.8077999999999994
6.81,5.342,30.371,3.8077999999999994
6.8,5.327,30.273,3.7943
6.79,5.322,30.225,3.7898000000000005
6.78,5.313,30.225,3.7817
6.77,5.317,30.127,3.7853000000000003
6.76,5.298,30.078,3.7682
6.75,5.298,30.029,3.7682
6.74,5.288,30.029,3.7592000000000008
6.73,5.288,29.98,3.7592000000000008
6.72,5.273,29.932,3.7457000000000003
6.71,5.273,29.834,3.7457000000000003
6.7,5.259,29.785,3.7331000000000003
6.69,5.254,29.834,3.7286
6.68,5.244,29.736,3.7196
6.67,5.244,29.688,3.7196
6.66,5.239,29.688,3.7150999999999996
6.65,5.234,29.59,3.7106000000000003
6.64,5.22,29.59,3.6979999999999995
6.63,5.22,29.541,3.6979999999999995
6.62,5.205,29.492,3.6845
6.61,5.205,29.443,3.6845
6.6,5.19,29.395,3.6710000000000003
6.59,5.19,29.395,3.6710000000000003
6.58,5.181,29.297,3.6629000000000005
6.57,5.176,29.297,3.6584000000000003
6.56,5.161,29.199,3.6449
6.55,5.161,29.199,3.6449
6.54,5.151,29.15,3.6359000000000004
6.53,5.151,29.102,3.6359000000000004
6.52,5.137,29.004,3.6232999999999995
6.51,5.132,29.004,3.6188000000000002
6.5,5.122,28.955,3.6098
6.49,5.122,28.906,3.6098
6.48,5.112,28.906,3.6008000000000004
6.47,5.112,28.857,3.6008000000000004
6.46,5.098,28.76,3.5881999999999996
6.45,5.093,28.76,3.5837000000000003
6.44,5.088,28.711,3.5792
6.43,5.078,28.711,3.5702000000000007
6.42,5.073,28.613,3.5657000000000005
6.41,5.068,28.564,3.5611999999999995
6.4,5.059,28.516,3.5531000000000006
6.39,5.054,28.516,3.5486000000000004
6.38,5.049,28.467,3.5441000000000003
6.37,5.044,28.418,3.5396
6.36,5.034,28.32,3.5305999999999997
6.35,5.029,28.223,3.5261000000000005
6.34,5.024,28.223,3.5216000000000003
6.33,5.015,28.174,3.5134999999999996
6.32,5.005,28.125,3.5045
6.31,5,28.076,3.5
6.3,5,28.076,3.5
6.29,4.99,27.93,3.4910000000000005
6.28,4.98,27.93,3.482
6.27,4.971,27.881,3.4739000000000004
6.26,4.966,27.881,3.4694000000000003
6.25,4.961,27.832,3.4649
6.24,4.951,27.734,3.4558999999999997
6.23,4.946,27.686,3.4513999999999996
6.22,4.946,27.637,3.4513999999999996
6.21,4.941,27.637,3.4469000000000003
6.2,4.932,27.539,3.4388000000000005
6.19,4.927,27.49,3.4342999999999995
6.18,4.917,27.393,3.4253
6.17,4.917,27.441,3.4253
6.16,4.897,27.344,3.4073
6.15,4.897,27.295,3.4073
6.14,4.878,27.246,3.3902
6.13,4.883,27.148,3.3947000000000003
6.12,4.873,27.148,3.3857
6.11,4.873,27.051,3.3857
6.1,4.854,27.051,3.3686
6.09,4.854,27.002,3.3686
6.08,4.849,26.904,3.3641000000000005
6.07,4.844,26.904,3.3596000000000004
6.06,4.834,26.807,3.3506
6.05,4.834,26.758,3.3506
6.04,4.819,26.758,3.3371000000000004
6.03,4.819,26.66,3.3371000000000004
6.02,4.81,26.611,3.3289999999999997
6.01,4.8,26.563,3.3200000000000003
6,4.795,26.514,3.3155
5.99,4.785,26.465,3.3065000000000007
5.98,4.78,26.416,3.3020000000000005
5.97,4.771,26.318,3.2939
5.96,4.766,26.318,3.2894000000000005
5.95,4.761,26.318,3.2849000000000004
5.94,4.756,26.221,3.2804
5.93,4.746,26.123,3.2714000000000008
5.92,4.731,26.123,3.2579000000000002
5.91,4.731,26.025,3.2579000000000002
5.9,4.722,26.025,3.2498000000000005
5.89,4.717,25.977,3.2452999999999994
5.88,4.712,25.928,3.2408
5.87,4.702,25.781,3.2318
5.86,4.697,25.781,3.2273000000000005
5.85,4.692,25.732,3.2228000000000003
5.84,4.688,25.732,3.2192
5.83,4.678,25.635,3.2102000000000004
5.82,4.668,25.586,3.2012
5.81,4.663,25.488,3.1967000000000008
5.8,4.658,25.439,3.1922000000000006
5.79,4.653,25.439,3.1876999999999995
5.78,4.648,25.391,3.1832000000000003
5.77,4.639,25.293,3.1751000000000005
5.76,4.644,25.293,3.1796000000000006
5.75,4.624,25.146,3.1616
5.74,4.619,25.146,3.1571
5.73,4.609,25.098,3.1481000000000003
